cb	mojikyo	entity	uni_flag	unicode	nor_unicode	des	nor	cx
29529						[罕-干+(ㄙ/月)]		
29530						[言*(后-口+┬)]		
29531						[足-口+(彳-〡)]		
29532						[身*(丹-、+十)]		
29533						[姑-口+(田/日)]		
29534						[怡-台+(公/ㄆ)]		
29535						[怡-台+(冗+一)]		
29536						[服-月+(嫡-女)]		
29537			0	25622		[祆-大+ㄠ]	祇	
29538						[社-土+(施-方)]		
29539						[社-土+(珍-王)]		
29540						[社-土+(牒-片)]		
29541						[竺-二+(目/大)]		
29542						[竺-二+(雨/巾)]		
29543						[邱-丘+(叉-一)]		
29544						[邱-丘+(尸@禹)]		
29545						[金*(罩-卓+止)]		
29546						[金*(鼎-目+日)]		
29547						[革*(各-口+用)]		
29548						[革*(各-口+田)]		
29549						[食*(乞-乙+小)]		
29550						[哭-犬+(工/八)]		
29551						[烈-列+(金*敖)]		
29552						[病-丙+(一/ㄠ)]		
29553						[病-丙+(六/ㄆ)]		
29554						[病-丙+(火/又)]		
29555						[脊-月+(釜-父)]		
29556						[馬*(虎-儿+丘)]		
29557						[啊-可+(施-方)]		
29558						[培-土+(午/止)]		
29559						[這-言+(筐-匚)]		
29560						[這-言+(婬-女)]		
29561						[魚*(、廾、、)]		
29562						[壹-豆+(石/虫)]		
29563						[壺*(十/卄/木)]		
29564						[寐-未+(朕-月)]		
29565						[琦-可+(日/小)]		
29566						[菜-木+(繭-卄)]		
29567						[詫-乇+(七/匕)]		
29568						[敲-高+(止/脊)]		
29569						[敲-高+(綴-糸)]		
29570						[臺-至+(非/木)]		
29571						[撩-(日/小)+千]		
29572						[褒-保+(可-一)]		
29573						[蹋-日+(大/口)]		
29574						[簷-言+(工/口)]		
29575						[嚼-(采-木)+亡]		
29577						[坭-匕+(羊-十)]		
29578						[悰-示+(儿/牛)]		
29579						[脛-(巢-果)+小]		
29580						[嵕-山+(肆-聿)]		
29581						[愃-(一/旦)+登]		
29582						[跍-十+(巢-果)]		
29583						[廅-去+(青-月)]		
29584						[廅-去+(恙-心)]		
29585						[漹-正+(十/田)]		
29586						[駃-人+(〡/又)]		
29587						[儋-(詹-言+欠)]		
29588						[儋-言+(工/口)]		
29589						[嶠-(夭/口)+左]		
29590						[憃-臼+(〡*日)]		
29591						[敻-目+(〡*日)]		
29592						[橐-(石/木)+亞]		
29593						[燆-(夭/口)+右]		
29594						[蕢-貝+(黃-卄)]		
29595						[屩-(夭/口)+右]		
29596						[繟-(田/十)+田]		
29597						[((┐@一)/豕)*ㄆ]		
29598						[((〡@日)/三)*斤]		
29599						[((止/石)*谷)/土]		
29600						[((阜-十)/└)*頁]		
29601						[(└@(阜-十))*責]		
29602						[(└@(耜-耒))*責]		
29603						[(士/(ㄇ@一))*殳]		
29604						[(士/几)*(口/又)]		
29605						[(曰/月)*(犬/鬼)]		
29606						[(止/示)*(入/米)]		
29607						[(牙*ㄆ)/(厂/干)]		
29608						[(王*夕)/(千/山)]		
29609						[(立/月)*(巳/衣)]		
29610						[(吉*(口/又))/豕]		
29611						[(角*隹)/(雋-隹)]		
29612						[(角*崔)/(雋-隹)]		
29613						[(耜-耒)*(〦/米)]		
29614						[(幅-巾)*(幅-巾)]		
29615						[口*(、廾、、、)]		
29616						[尸@((一*一)/干)]		
29617						[糸*(又/(吰-口))]		
29618						[酉*(穴/(午/止))]		
29620						[隆-((一/生)+有)]		
29621						[栜-(乂-(必-心))]		
29622						[(虺-兀+元)-虫+頁]		
29623						[(棄-ㄊ+去)-木+一]		
29624						[(殤-歹+日)-勿+大]		
29625						[(檄-木+火)-ㄆ+九]		
29626						[卄/一/(坐-土+工)]		
29627						[口*(乏-之+虫)*也]		
29628						[冗-几+((德-彳)-一)]		
29629						[打-丁+(后-口+干)]		
29630						[糸*(乏-之+虫)*也]		
29631						[色-巴+(罩-卓+大)]		
29632						[宋-木+(登-豆+三)]		
29633						[宋-木+(隆-生+正)]		
29634						[谷-口+(乏-之+虫)]		
29635						[泳-永+(肄-聿+余)]		
29636						[社-土+(乏-之+犬)]		
29638						[社-土+(尼-匕+辛)]		
29639						[邱-丘+(序-予+里)]		
29640						[阿-可+(十/卄/米)]		
29641						[洌-歹+(前-刖+大)]		
29642						[色-巴+(罩-卓+支)]		
29643						[俯-付+(苀-几+口)]		
29644						[烈-列+(狂-王+動)]		
29645						[起-巳+(白-日+幵)]		
29646						[陛-比+(、廾、、)]		
29647						[這-言+(素-糸+ㄆ)]		
29648						[幾-人+(乏-之+虫)]		
29649						[跳-兆+(烈-列+夕)]		
29650						[颱-台+(乏-之+虫)]		
29651						[鳶-鳥+(乏-之+虫)]		
29652						[篾-戍+(冗-几+戈)]		
29653			0	3CFD		[瀰-爾+(乞-乙+小)]	瀰	
29654						[饕-虎+(乞-乙+小)]		
29655						[饕-虎+(后-口+市)]		
29656						[淯-月+(冉-土+＝)]		
29657						[舋-且+(烈-列+直)]		
29658						[((牙-才+十)*ㄆ)/里]		
29659						[((嘹-口)-小)-日+區]		
29660						[(土/(冗-几+糸))*ㄆ]		
29661						[(乏-之+(虫-、))*黽]		
29662						[(乏-之+虫)*(一/几)]		
29663						[(乏-之+虫)*(田/廾)]		
29664						[(乏-之+虫)*(而/而)]		
29665						[(目*目)/(冗-几+瓦)]		
29666						[(采-木+(工/山))*糸]		
29667						[(雪-雨+(雪-雨))*也]		
29668						[(犀-牛)-〡+(乳-孚)]		
29669						[口*(女*(乞-乙+小))]		
29670						[口*(止/天)*(入/米)]		
29671						[口*(阿-可+(嶙-山))]		
29672						[土*(凵@(口*了*又))]		
29673						[子*(舄-臼+(十/曰))]		
29675						[巾*(ㄊ/(丹-、+十))]		
29676						[歹*(凵@(口*了*又))]		
29677						[乎*(后-口+(一/巾))]		
29678						[禾*(后-口+(一/巾))]		
29679						[利-禾+(狦-(狂-王))]		
29680						[言*(央-大+(⊥/ㄅ))]		
29681						[亞-(一/(〡*〡))+ㄇ]		
29682						[泳-永+(扥-(打-丁))]		
29683						[邱-丘+(且/(┘@一))]		
29684						[金*((色-巴+日)/ㄆ)]		
29685						[病-丙+(扥-(打-丁))]		
29686						[馬*(票-示+(衣-〦))]		
29687						[旌-生+(狦-(狂-王))]		
29688						[這-言+(矛/(同-一))]		
29689						[賁-一+(同-(一/口))]		
29690						[像-(豕-一)+(舄-臼)]		
29691						[廖-(彰-章)+(恭-共)]		
29692						[丮-(舉-與)+(虫*虫)]		
29693						[撢-早+(卑-(白-日))]		
29694						[毅-立+((巨-匚)@一)]		
29695						[檐-(八/言)+(工/口)]		
29696						[弨-刀+(美-(王/大))]		
29697						[埥-月+(面-(百-日))]		
29698						[婌-叔+(、廾八、、)]		
29699						[鞀-刀+(美-(王/大))]		
29700						[潬-(口*口)+(ㄙ*ㄙ)]		
29701						[壖-而+(丘-(白-日))]		
29702						[(((卯-ㄗ)*巳)/且)*斤]		
29705						[馬*((甬-用)/(甬-用))]		
29706						[(乏-之+虫)*(序-予+干)]		
29707						[(自/(犀-尸-牛)/十)*鳥]		
29708						[(孛-土+工)-子+(土/巾)]		
29709						[山*(皮-又+(王/口/用))]		
29710						[冗-几+(毛-二+(日*日))]		
29711						[木*(篾-戍+(冗-几+戈))]		
29712						[耳*(白-日+(丹-、+十))]		
29713						[利-禾+((留-刀-田)/口)]		
29714						[宋-木+(采-木+(工/山))]		
29715						[系-糸+(白-日+(肱-月))]		
29716						[怡-台+(ㄊ/(丹-、+十))]		
29717						[怡-台+(刀/(刀*刀)/貝)]		
29718						[(乏-之+虫)*(襄-(口*口))]		
29719						[(甬-用+((巨-匚)@十))*隹]		
29720						[(亞-(一/(卄-一))+卯)*斤]		
29721						[〦/((人*人)/(人*人))/大]		
29722						[卄/(彳*(光-儿+(之-、)))]		
29723						[三/(友-又+((幻-ㄠ)@田))]		
29724						[月*(參-(彰-章)+(恭-共))]		
29725						[牙*(參-(彰-章)+(恭-共))]		
29726						[澤-幸+(電-雨)]		
29727						[邱-丘+(日/((巨-匚)@一))]		
29728						[(孛-土+工)-子+(只-口+土)]		
29729						[怡-台+(素-糸+(百-日+面))]		
29730						[(ㄇ@(企-止))/(厂@(林/正))]		
29731						[((武-止+目)-、)-一+(下-〡)]		
29732						[(乏-之+(虫-、))*(冗-几+用)]		
29733						[(乏-之+(虫-、))*(罩-卓+用)]		
29734						[(乏-之+虫)*(葛-(└@人)+匕)]		
29735						[仁-二+(晉-(ㄙ*ㄙ)+(口*口))]		
29736						[社-土+(危-(夗-夕)+(一/巾))]		
29737						[起-巳+(甬-用+((巨-匚)@十))]		
29738						[((人/人)*(人/人))/(企-止+目)]		
29739						[卄/(夸-大+(((嘹-口)-小)-日))]		
29740						[土*(〦/((人/人)*(人/人))/大)]		
29741						[尸@((一*一)/(牙-才+(舉-與)))]		
29742						[土*((荸-土+工)-子+(士/田/皿))]		
29743						[火*(((幻-ㄠ)@土)/((幻-ㄠ)@土))]		
29744						[馬*((己-(乳-孚))/(己-(乳-孚)))]		
29745						[(乏-之+虫)*(襄-(口*口)+(ㄙ*ㄙ))]		
29746						[利-禾+((白-日)/((同-一-口)+米))]		
29747						[邱-丘+(((巨-匚)@十)/((巨-匚)@十))]		
29748						[口*(曰/(黎-(暴-(日/共))+(恭-共)))]		
29749						[颱-台+((乏-之+虫)/((乏-之+虫)*(乏-之+虫)))]		
29750						[病-丙+((乏-之+虫)/((乏-之+虫)*(乏-之+虫)))]		
29751						[丮-(舉-與)+((乏-之+虫)/((乏-之+虫)*(乏-之+虫)))]		
29752						[仁-二+(扥-(打-丁))]	伅	
29753						[登*几]	凳	
29754						[慝-若+人]		
29755						[石/手]		
29756						[跳-兆+(乏-之+(犮-乂+又))]	跋	
29757			1	604B		[亦/心]		
29758			0	29530		[(並-(前-刖)+旦)*頁]	顯	
29759			0	284BE		[道-自+巾]		
29760						[懖-金+白]	憩	
29761			0	2F8B6		[拔-乂+又]	拔	
29762						[乖/一]	垂	
29763			0	2A9D0		[宿-百+白]	宿	
29765						[社-土+皮]	被	
29766						[脫-兄+允]	脫	
29767						[一/(ㄠ-、)]	互	
29768						[涾-水+(天*天)]	潛	
29769			0	28FFD		[雖-口+ㄙ]	雖	
29770			0	23F53		[憀-(彰-章)+(恭-共)]	憀	
29771						[尸@((冰-水+〡)*复)]	履	
29772						[彳*〡*(ㄆ/火)]	倏	
29773			1	4FA3		[保-木+口]	侶	
29774						[攬-(罩-卓)+一]	攬	
29775						[鑒-(罩-卓)+一]	鑒	
29776						[蘇-(烈-列)+大]	蘇	
29777						[撩-(日/小)+示]		
29778						[(天*天)/日]		
29779						[洹-旦+日]		
29780						[窈-力+刀]	窈	
29781						[霑-占+复]	覆	
29783						[(禾*丸)/〦/日]	稽	
29784						[打-丁+(面/(且-二+三))]	擅	
29785						[打-丁+((百-日+回)/(且-二+三))]	擅	
29786						[草-十+(万-一+皿)]	蔓	
29787						[皮-(〡*又)+(王/巾)]	虎	
29788						[尤-尢+祇]	祇	
29789			0	241F1		[火*(巢-果+山)]		
29790						[彳*((天*天)/心)]		
29791			0		29614	[飄-示+土]	飄	
29792						[訖-乙+上]	詐	
29793						[糸*(彳*(前-刖+(之-、)))]	縱	
29794						[墯-工]	墯	
29795						[心-(白-日)]	止	
29796						[佇-丁+(尸@貝)]	儐	
29797						[竺-二+(彳*(光-儿+(之-、)))]	簁	
29798			0		39FE	[悊-斤+勿]	總	
29799						[美-(王/大)+(又*?)]		
29800						[千-〡+(、*ㄅ*、)]		
29801			0	2283E		[懖-金+自]	憩	
29802			0	29735		[飢-几+耑]		
29803						[前-刖+付]	符	
29804						[赤/心]		
29805						[幡-釆+米]	幡	
29806						[鬼-(白-日)]	鬼	
29807						[口*(款-欠+(入/米))]		
29808						[革*(篾-戍+(冗-几+伐))]	襪	
29809						[(米/田)*(飛-升)]	翻	
29810			0	23D40		[涅-土+工]	涅	
29811						[(天*天)/貝]		
29812			0	355D		[古/又]	事	
29813			1	622F		[戲-豆+(並-(前-刖))]	戲	
29814						[日*(危-(夗-夕)+矢)]		
29815						[(鼻-丌+大)*(自/大)]	嗅	
29816						[疏-(梳-木)+朿]		
29817						[攸-ㄆ+匽]	偃	
29818			1	8B83		[讚-兟+(替-日)]	讚	
29819						[稽-匕+〦]	稽	
29820			1		74A2	[王*(堊-王+田)]	琉	
29821						[穀-(一/禾)+卯]	鷇	
29822						[蕵-食+巳]	苑	
29823						[審-釆+米]	審	
29824						[曼-又+力]		
29825			0	22640		[怡-台+朿]	憡	
29826						[垂-┴+十]	乖	
29827						[刀/巴]	色	
29828			1	5BDB		[寬-、]	寬	
29829						[金*疌]	鍵	
29830			1	5367		[臣*卜]	臥	
29831						[杵-十+(且/八)]		
29832			0	227F7		[憐-舛+田]		
29833			0	24E4D		[病-丙+能]	饜	
29834			0	23EA6		[泳-永+隻]		
29835						[咒-几+巫]		
29836						[堅/心]		
29837						[(句-口+目)/丌]		
29838						[去/共]		
29839						[几@二]		
29840			0	20BC5		[口*弋]		
29841						[采-木+(孝-子+目)]	看	
29842						[彳*〡*(唚-口)]	侵	
29843						[脩-(仁-二)+彳]	脩	
29844						[采-木+者]	看	
29845						[卄/(廾-〡+卜)]		
29846			0	243BC		[就/火]		
29847			0		22B0C	[托-七+(犮-乂+又)]	拔	
29848						[仁-二+(前-刖+之)]	從	
29849			1	53C1		[畚-田+三]		
29850						[才*羡]		
29851			1	6B24		[与*欠]	歟	
29852						[(二/目)*巳]		
29853			0	25E29		[米*又]	釋	
29854						[文*隹]		
29855						[宋-木+失]	實	
29856						[少/土]	塵	
29857			1	53BC		[ㄙ/小]	尒	
29858			1	4E3E		[米-木+(舉-與+六)]	舉	
29859						[(馬-十)-(烈-列)+〡]	印	
29860						[(米/田)*(匕-一+二)]	翻	
29861			0	38B1		[強-虫+小]	彌	
29862						[ㄙ/(友-又)/回]	圖	
29863						[立/目]	盲	
29864			1	65C0		[方*(ㄙ/小)]		
29865						[立/心]	忘	
29866						[涼-口+日]	涼	
29867						[乞-乙+廾]		
29868						[稱-禾+方]		
29869						[〦/止]		
29870						[尋*隻]		
29871						[打-丁+(並/八)]		
29872						[(左-工+隹)*力]		
29873						[(焉-正)*欠]	歟	
29874						[新-斤+隹]	雜	
29875			0	2806F		[跳-兆+赤]		
29876						[除-小+人]	險	
29877						[挺-壬+几]	據	
29878						[罕-干+具]	冥	
29879						[宋-木+夫]	實	
29880						[雲*帶]		
29881						[言*育]		
29882			1	9809		[止*頁]		
29883			0	216B3		[女*土]		
29884						[ㄙ/土]	至	
29885						[尋*(复-日+目)]		
29886						[穴/矢]		
29887						[、/工]	亡	
29888						[朿*頁]		
29889						[釆*又]	釋	
29890			0	28BD2		[金*(哉-口+韭)]	鑯	
29891			1	53D8		[亦/又]	變	
29892						[擒-离+天]		
29893						[寫-臼+(〡*日)]	寫	
29894						[貝*(、/正)]		
29895						[ㄙ/寸]		
29896						[(晷-人)*卜]	晷	
29897						[肆-聿+((彰-章)/(罩-卓+方))]	鬘	
29898						[茼-(一/口)+日]		
29899						[珆-口+小]	珍	
29900						[(牛*公)/心]	摠	
29901						[馬*(企-止+天)]	驗	
29902						[同-(一/口)+五]		
29903						[同-(一/口)+六]		
29904						[同-(一/口)+七]		
29906						[寫-臼+田]	寫	
29907						[這-言+(並/八)]		
29908						[常-吊+示]	崇	
29909						[山*申]		
29910						[門@(栗-木)]		
29911						[乞-乙+、]		
29912						[方*(丁-一)]	引	
29913						[穴/(夕*(十/下))]	寂	
29914						[戶@勺]		
29915						[前-刖+((世-廿+卄)/木)]	葉	
29916						[讚-兟+(天*天)]	讚	
29917						[土/巴]	聲	
29918						[前-刖+者]	著	
29919						[滅-火+大]	滅	
29920			0	351F		[勢-坴+生]	勢	
29921						[拱-八+隹]	權	
29922						[方*ㄙ]	弘	
29923						[強-弓+方]	強	
29924						[合-一+(采-木)]	含	
29925						[色-巴+((廉-(前-刖))-一)]	麤	
29926			1	5BF3		[寶-缶+(乞-乙+小)]	寶	
29927						[(生*丸)/火]	熱	
29928						[(生*刃)/廾]	契	
29929			0	23C87		[泳-永+亍]	汙	
29930						[尸@勺]		
29931						[至-土+(荒-芒)]	疏	
29932						[(奧-(白-日)+├)-釆+米]	奧	
29933						[(皮-(〡/又)+(並-(前-刖)+王))*戈]	戲	
29934						[(皮-(〡/又)+(並-(前-刖)+王))*戊]	戲	
29935						[(朕-月)*隹]	難	
29936						[乏-之+者]	看	
29937			0	27990		[言*爪]		
29938						[尸@用]	角	
29939						[綜-示+(立/(可-一))]	綺	
29940			1	629E		[打-丁+尺]	擇	
29941						[卄/(皿-一+(冗-几+戈))]	蔑	
29942						[夕*(十/下)]	升	
29943						[右/(冗-几+(卄/卄/一))]	壺	
29944						[狂-王+(方*尒)]	獼	
29945						[狂-王+(隹/乂)]	獲	
29946						[方*(ㄙ/天)]	族	
29947			1	5E2F		[(世-廿+卄)/(冗-几+巾)]	帶	
29948						[打-丁+羡]		
29949						[日/(夕*(十/下))]	昇	
29950			0	22CDF		[打-丁+通]	捅	
29951			0	2F8EB		[木*羡]		
29952						[綱-山+止]	綱	
29953						[(冰-水+(臣*(乞-乞+二)))/皿]	濫	
29954						[囗@(十/(ㄇ@二)/大)]		
29955						[騖-馬+力]	務	
29956			1	6A0B		[木*通]		
29957						[酉*(利-禾+夕)]	酬	
29958						[指-匕+ㄙ]		
29959			1	6804		[常-吊+木]	榮	
29960						[(生*刃)/大]	契	
29961						[陛-比+(賁-貝)]	陸	
29962						[遁-(厂-一)]	遁	
29963						[馮-(烈-列)+大]		
29964						[療-(一/日/小)]		
29965						[滲-(彰-章)+(暴-(日/共))]	滲	
29966						[烈-列+(美-(王/大)+田)]	魚	
29967						[行-〡]		
29969						[自/(冗-几+死)]	臭	
29970						[罩-卓+(紿-口+月)]	罥	
29971						[絞-父+(夕*匕)]		
29972						[養-良+皿]	蓋	
29973						[狂-王+(歹*爪)]		
29974						[繹-幸+止]	綱	
29975			1	8A89		[米-木+(六/言)]	譽	
29976						[穴/(社-土+禺)]		
29977						[打-丁+(斤/言)]	誓	
29978						[(共-八+隹)*力]	勸	
29979			1	5FB4		[徵-一]	徵	
29980						[尸@禺]		
29981						[孃-(口*口)]	孃	
29982						[木*(扃-戶+弟)]		
29983						[一/(尸@(一/巾))]		
29984						[(弟*ㄆ)/力]		
29985						[損-口+匕]		
29986			0	23BBB		[毯-炎+面]	氈	
29987						[勞-力+束]		
29988						[袖-由+(ㄠ-ㄙ+人)]		
29989						[起-巳+尒]	趁	
29990						[索-十+士]	索	
29991						[留-田+早]		
29992						[前-刖+盍]	蓋	
29993						[社-土+希]		
29994						[乞-乙+巾]		
29995						[霍*斤]		
29996						[(止/(脊-月+日))*殳]	叡	
29997						[賈*頁]		
29998						[雨/耦]		
29999						[武/鳥]		
30000			0	26582		[聇-止+(亞-二)]	聊	
30001						[言*(((嘹-口)-小)-日+于)]		
30002			0	25562		[石*曹]		
30003			0	25AA1		[監-皿+立]		
30004						[涯-圭+(林/(心-(白-日)))]		
30005						[宋-木+廣]		
30006			0	3757		[宋-木+良]		
30007						[口*口*口]		
30008						[悖*力]		
30009						[泳-永+(角*羊)]		
30010						[鑒-金+王]		
30011			0	2A120		[涑*鳥]	鶒	
30012			0	21FD6		[山*齧]		
30013			0	37C5		[山*兇]		
30014						[立*予]		
30015						[栗-木+謢]		
30016						[泳-永+(卑-(白-日))]		
30017						[山*(丹-、+│)]		
30018			0	21C08		[臬*兀]		
30019						[袖-由+加]		
30020						[袖-由+少]		
30021						[濘-丁+一]		
30022						[龍/口]		
30023			0	29420		[音*共]		
30024						[土*(虍-七+(一/八/八/目))]		
30025						[((︿/︿)*〡)/(厂@月)]		
30026						[女*(((人/人)*〡)/(厂@目))]	媚	
30027						[胤-(乳-孚)]	胤	
30029						[方*也]		
30030						[藏-臣+貝]		
30031						[宋-木+(一/血/(丁-一))]		
30032			0	20AF5		[畚-田+(恭-共)]	參	
30033						[((並-(前-刖))-一)/(冗-几+豕)]		
30034						[ㄊ/(罩-卓+(月*貝*凡))]		
30035						[遢-羽+夕]		
30036						[密-必+(火-人+又)]		
30037						[邱-丘+去]	卻	
30039						[烈-列+執]		
30040						[盈-又+(一/入)]		
30041						[門@(色-巴+(電-雨))]		
30042						[執/力]		
30043						[袖-由+(((嘹-口)-小)-日+(百-日+ㄎ))]		
30044						[幪-卄+((並-(前-刖))-一)]		
30046						[愯*隻]		
30047						[(茲-卄)/戍]		
30048						[卄/(崴-女+少)]		
30049						[鬱-缶+?]		
30050						[(學-爻+文)*ㄆ]		
30051						[芴/心]		
30052						[尋-口+凡]		
30053						[(巾-十+〡)*(乞-乙+番)]		
30054						[監-皿+糸]		
30055						[(冰-水+七)/木]		
30056			0	37D2		[山/君]		
30057						[寍/一]		
30058						[宴-女+六]		
30059						[簡-日+月]	簡	
30060			0	27416		[虫*連]		
30061						[木*(叉-一)]	杈	
30062			0	3679		[土*夢]		
30063						[亦-〦+一]		
30064			0	2434E		[火*郎]		
30065			0	2550D		[石*秋]		
30066						[傯-囪+匆]	傯	
30067			0	37FC		[山/敖]		
30068						[噗-口+山]		
30069						[(牛*ㄉ)/牛]		
30070			0	374E		[宋-木+之]		
30071						[亥-人+(火-(班-玨))]		
30072			0	20860		[(〦/米)*力]	敕	
30073						[涅-土+(並-(前-刖)+一)]		
30074			0	21E01		[垂-┴+山]	垂	
30075						[法-土+大]	法	
30076						[宋-木+(廾@?)]	寂	
30077						[泳-永+(夭/井)]		
30078						[山*(乘-北+(士*士))]		
30079			0	24912		[王*犮]		
30080						[惚-心+目]		
30081						[火*崩]		
30082			0	2946E		[勿*頁]		
30083			0	242ED		[火*香]		
30084						[檄-木+山]		
30085			0	2439C		[火*朗]		
30086						[谷*可]		
30087						[這-言+(?@(土/匆))]	遽	
30088						[火*咢]		
30089						[泳-永+眄]		
30091			0	232BA		[日*間]	澗	
30093			0	21F61		[山*(免/免)]		
30094						[虎-儿+((火-人+又)/目)]		
30095						[鼎-?+?]	鼎	
30096						[掔-又+(乞-乙+(、/、))]		
30097						[月*(更-一)]	腴	
30098			0	21596		[夕*即]		
30099						[賁*ㄆ]		
30100			0	271ED		[虎*武]		
30101			0	26222		[卸-ㄗ]	缶	
30102						[僊-(厄-厂)+山]		
30103			0	261B5		[糸*(免/免)]		
30104						[〦/(ㄠ-ㄙ+?)]		
30105						[綜-示+(眉-目+貝)]		
30106			0	22770		[(牛*匆)/心]	總	
30107			0	2326A		[日*荒]		
30108			0	21EBC		[山/臬]	嵲	
30110						[(里*占)/火]		
30112			0	29D4B		[魚-(烈-列)+大]		
30113						[(山/木)*(弋-、)]	柴	
30114			0	22270		[序-予+(咒-几+土)]		
30115						[ㄠ/(幻-ㄠ)]		
30116						[(口/(前-刖))*(前-刖+右)]	路	
30117			0	231CB		[日*(美-(王/大)+兄)]	晚	
30118						[(〦/米)*ㄆ]		
30119						[號-儿+巾]	號	
30120			0	20C9B		[口*回]	咽	
30121			0	29975		[驂-(彰-章)+小]	驂	
30122			0	49FA		[右*隹]	雄	
30123			0	21F79		[山*領]	嶺	
30124			0	48B7		[邱-丘+丹]	那	
30125			0	238D4		[(美-(王/大)+(工/口))*欠]	欲	
30126			0	241C6		[炬-匚+囗]	煙	
30127			0	24679		[牛*忽]	總	
30128						[保-木+(之-、)]	促	
30129			0	23D6B		[深-木+大]	深	
30130						[彳*(前-刖+之)]	從	
30131						[林/耴]		
30132			0	20C25		[前-刖+右]	若	
30133						[口/(之-、)]	足	
30134						[屨-彳+(冰-水+〡)]	屨	
30135						[跳-兆+(彳*(前-刖+之))]	蹤	
30136			0	3AFA		[(俎-且+(俎-且))/日]	昔	
30137						[慾-谷+(美-(王/大)+(工/口))]	慾	
30138			0	3565		[口*人]		
30139						[凵@米]	幽	
30140						[惌-夗+(美-(王/大)+口)]	窗	
30141			0	22D03		[打-丁+(皮-(〡/又)+(王/匆))]	據	
30142			0	3D20		[涵-(米-十)+(口*又)]	涵	
30143						[仁-二+(口*人)]	似	
30144						[糸*(彳*(前-刖+之))]	縱	
30145			0	4958		[錔-水+(俎-且+(俎-且))]	錯	
30146			0	25786		[禾/示]	黍	
30147			0	2489C		[蜀*犬]	獨	
30148			0	25FE4		[糸*丘]		
30149						[沆-几+(ㄙ/木)]	渫	
30150						[怯-土+大]		
30151			0	25642		[社-土+丘]		
30152						[顥-京+正]		
30153						[証-止+(心-(白-日))]		
30154			0	3836		[巾*(白-日+几)]	帆	
30155			0	35B6		[口*垔]		
30156			0	214F3		[土*聶]		
30157			1	5B11		[女*意]		
30158			0	21E61		[山*京]		
30159						[月*甄]		
30160			1	68BB		[木*佛]		
30161			1	6AAB		[木*察]		
30162						[木*隸]		
30163			0	2490C		[王*冗]		
30164			0	3FE1		[白/兆]	兜	
30165						[目*麼]		
30166						[目*彌]		
30167						[老/木]		
30168						[豕*羽]		
30169			1	60D6		[易/心]	惕	
30170						[革*毘]		
30171						[彳*薑]		
30172						[宋-木+珠]		
30173			0	21849		[麼-ㄠ+女]		
30174			1	5803		[(方*方)/土]		
30175						[卄/(學-子+登)]		
30176						[(匕/矢)*(人/一/米)]		
30177						[口*(穎-頁+(棣-木))]		
30178			1		6FB7	[涅-土+(皿/方)]	漫	
30179						[□@座]		
30180						[山/戲]	巇	
30181						[木*掌]	橕	
30182						[木*蒪]		
30183						[木*蓴]		
30184						[王*扁]		
30185						[令/口]	含	
30186						[目/大]	具	
30187						[石*旬]		
30188			1	7890		[石*夌]		
30189						[穴/滌]		
30190						[耳*力]	助	
30191						[至*支]	致	
30192						[舟*光]		
30193						[囪/心]	匆	
30194						[辟/王]		
30195						[爾/王]	璽	
30196						[豸*寸]		
30197						[打-丁+窘]		
30198						[打-丁+穸]		
30199						[穴/口/心]	窗	
30201						[步-止+山]	步	
30202						[奄-大+共]	菴	
30203						[泳-永+隱]		
30204						[社-土+扁]	褊	
30205						[社-土+复]		
30206						[竺-二+存]		
30207						[邱-丘+胠]	腳	
30208						[阿-可+夆]	降	
30209						[前-刖+穌]	蘇	
30211						[畝-久+么]	畝	
30212						[飢-几+熹]		
30213						[堂-土+耳]		
30214						[尉-小+少]		
30215						[梆-丰+夕]		
30216						[涯-圭+墨]		
30217						[爽-人+大]	爽	
30218						[越-土+夭]	越	
30220						[潘-釆+米]	潘	
30221						[瑩-玉+王]	瑩	
30222						[緲-目+耳]		
30223						[穆-小+厂]	穆	
30224						[餚-有+方]	飭	
30225						[罄-山+止]	罄	
30226						[歸-止+大]	歸	
30227						[翻-釆+米]	翻	
30228						[關-丱+大]	關	
30229						[關-丱+廾]	關	
30230						[曦-ㄎ+乃]	曦	
30231						[鹽-臣+土]	鹽	
30232						[坳-力+刀]	坳	
30233						[惎-八+小]		
30234						[谽-今+令]	谽	
30235						[窲-米+口]		
30236						[蕵-食+匕]	苑	
30237						[罍-山+止]	罍	
30238						[亹-且+焚]	爨	
30239						[罏-山+止]	罏	
30240						[(ㄇ@人)/不]	罘	
30241						[(ㄇ@人)/奄]	罨	
30242						[(ㄇ@人)/思]	罳	
30243						[(白/廾)*(色-巴+丈)]		
30244						[(米/田)*飛]	翻	
30245						[月*(离-禸)]		
30246						[(冰-水+〡)*ㄆ]		
30247						[(冰-水+余)/土]	塗	
30248						[(匈-凵+└)/月]	胸	
30249						[(奐-大+比)/免]		
30250						[(蕵-食+匕)/大]		
30251						[卄/(囟-乂+夕)]	蔥	
30252						[十*(十/甲/寸)]	博	
30253						[山*(罕-干+大)]		
30254						[穴/(肄-聿+欠)]	窾	
30255						[糸*(乏-之+友)]	紱	
30256						[估-口+(甲/寸)]	傳	
30257						[乖-北+(土*土)]	乖	
30258			0	23D11		[流-ㄊ+(一/ㄙ)]	流	
30259						[塔-卄+(前-刖)]	塔	
30260						[睡-土+(乳-孚)]		
