cb	mojikyo	entity	uni_flag	unicode	nor_unicode	des	nor	cx
30261						[遞-虎+(土/巾)]		
30262						[騁-由+(叟-又)]	騁	
30263						[關-丱+(┤*├)]	關	
30264						[盱-工+(前-刖)]	盱	
30265						[庴-日+(人*人)]	庶	
30266						[盭-ㄠ+(各-口)]	盭	
30267						[(ㄇ@(企-止))/離]		
30268						[(ㄇ@(企-止))/(奄-大+共)]	罨	
30269						[穴/((上/矢)*欠)]	窾	
30270						[(毤-允+豕)-毛+王]	蕤	
30271						[(毤-允+豕)-毛+生]		
30272						[仁-二+(侯-矢+天)]		
30273			0	20293		[伉-几+(句-口+方)]	傍	
30274						[冰-水+(威-女+火)]	滅	
30275						[采-木+(石-口+目)]	看	
30277						[喘-而+(乏-之+虫)]	嗤	
30278						[惌-夗+(囟-乂+夕)]		
30279						[(廿*廿)/(冗-几+巾)]	帶	
30280						[(米/田)*(飛-升+廾)]	翻	
30281						[乎*(虒-虎+(土/巾))]	虢	
30282						[糸*(色-巴+(厂@矢))]	緱	
30283						[臼/(夙-歹+(舉-與))]	鼠	
30284						[廷-壬+(面-(百-日))]	迴	
30285						[門@(幾-(戈@人)+大)]	關	
30286						[自/(犀-尸-牛)/一/十]	皋	
30287						[((人/人)*〡)/(石-口+目)]	眉	
30288						[(並-(前-刖))/(弓*矢)]	發	
30289						[月*(朿-(乂-(必-心)))]	肺	
30290						[券-刀+(令-(合-口)+、)]	卷	
30291			1	9682		[阿-可+(企-止+(肆-聿))]	陰	
30292						[施-也+(舟-(、/、)+〡)]	旃	
30293						[逅-口+(了-(丁-一)+巾)]		
30295						[栴-丹+(舟-(、/、)+〡)]	栴	
30296						[曚-卄+((並-(前-刖))-一)]	曚	
30297						[卄/(刀*了*(留-刀-田))/韭]		
30298						[一/(匚*〡*〡*(巨-匚))/田]	留	
30299						[山*(((人/人)*〡)/(厂@目))]	嵋	
30300						[僕-((平-〡)/夫)+(句-口+用)]		
30301						[(聲-耳+(午/止))-殳+(色-巴+文)]	罄	
30302						[(木-(企-止)+((人/人)*(人/人)))/(一/八)]	爽	
30303						[虍-七+(士/((((嘹-口)-小)-大+又)-日+目))]		
30304						[詮-土+((侯-(仁-二))-矢)]	詮	
30305						[徽-糸+月]	微	
30306						[沆-几+((處-虍)-几+月)]	液	
30307			1	90AB		[邦-(邱-丘)+邑]	邦	
30308						[(孛-(十/子)+王)/丘]	虛	
30309						[(皮-(〡/又)+(王/丘))*(前-刖+ㄅ)]	虧	
30310						[烈-列+(壹*欠)]	懿	
30311						[摠-囪+凶]		
30312						[(烈-列+廿)/貝]	贊	
30313			1		83AD	[卄/((白/匕)*ㄗ)]	節	
30314						[旌-方+示]	旌	
30315			0	21393		[(土*土)/(((烈-列)-、)*((烈-列)-、))]	赫	
30316			0	27009		[藻-喿+(參-(彰-章)+小)]	藻	
30317						[王*(蔑-戍+成)]		
30318			1	5554		[(戶*戈)/口]	啟	
30319						[(敲-高+(宋-木+未))/土]		
30320			0	28477		[遧-音+八]	迅	
30321						[〦/((口/巳)*(日/匕)*(口/巳))/貝]		
30322						[(茍-句+干)*羽]		
30323						[(傘-(企-止)+卄)-┬+ㄎ]	華	
30324						[岸-干+斤]		
30325						[日*(文/巾)]	晞	
30326						[(夾-(人*人)+(ㄠ*ㄠ))-?+?]		
30327						[號-虎+(三/(冗-几+巾))]		
30329						[鏤-?+?]	鏤	
30330						[旋-疋+足]	旋	
30331			0	27843		[宏*見]		
30332						[打-丁+(旦/用)]		
30333						[〦/丱/廾]	奕	
30334			0	242DC		[昭/火]	照	
30335			0	2523F		[目*貢]		
30337						[木*散]		
30338			0	20707		[刻-亥+(〦/(大-一+凵))]	刻	
30339						[(桑-木+(疊-畾))*毛]		
30340			0	423D		[竺-二+堇]		
30341						[拖-也+日]	指	
30342						[游-方+木]	游	
30343						[刻-人+ㄑ]		
30344						[藝-埶+(幸*凡)]	藝	
30345						[亭-丁+鳥]		
30346						[筌-土+(夬-人)]		
30347			0	25952		[穴/(豕-ㄑ)]	寂	
30349						[鳥*羽]		
30350						[((嘹-口)-小)-日+貝]		
30351						[白/(樂-白)]	樂	
30352						[(尸@(十-〡+ㄅ))*(自/八)]		
30353						[橆-林+心]		
30354			0	257E1		[禾*宗]		
30355						[一/(月*二)]		
30356						[(土/羊)*(班-玨)*(土/羊)]	辨	
30357						[(古/兀)*寸]	剋	
30358						[(色-巴+(烈-列))/廾]		
30359						[爪/((日/匕)*寸)]	爵	
30360						[打-丁+(俎-且)]	於	
30361						[雖-虫+兀]	雖	
30362						[營-(火*火)+卌]	營	
30363						[ㄙ/(面-(百-日)+(友-又))]	圖	
30364						[〦/(口*口)/(上@一)]	喪	
30365						[疊-畾+(文/(ㄇ@口))]		
30366						[遠-袁+(荒-芒+去)]	遠	
30367						[〦/(幽-凵)/又]	變	
30368						[逖-火+艮]	邈	
30369			0	34FB		[利-禾+罡]		
30370						[矛-(甬-用)+口]		
30371						[恙-土+(上@一)]		
30372						[〦/中/成]		
30373						[前-刖+(上@一)]		
30374						[ㄐ-〡+((乳-孚)@(丁-一))]		
30375						[叟-又+王]		
30376						[夕*巳]		
30377						[葥-刖+(上@一)]		
30379						[彳*(前-刖+(之-一))]	從	
30380						[彳*〡*(ㄆ/示)]	條	
30381						[(士/(厂@禾))*ㄆ]		
30382			1	8FDC		[這-言+元]	遠	
30383			0	20ABC		[厂@(幸*艮)]	厥	
30384						[發-殳+〡]	發	
30385						[倣-方+(山/一/月)]		
30386						[(?/貝)*頁]	願	
30387						[永-ㄑ+匕]	永	
30388						[櫻-賏+央]	樓	
30389						[文/(畏-田+口)]		
30390						[(孛-(十/子)+工)/思]	慮	
30391						[石*品]		
30392						[夙-歹+(前-刖+虫)]	風	
30393						[囗@(?*戈)]	國	
30394			0	223CF		[弓*尒]	彌	
30395						[(乏-之+虫)*曷]	蝎	
30396						[(乏-之+虫)*(日/(句-口+匕))]	蝎	
30397			1	5553		[肇-聿+口]	啟	
30398						[薩-產+(立/王)]		
30399						[全*(?/寸)]		
30400						[(全-〡)*(隹/刀)]		
30401						[一/(心-(白-日))]	正	
30402			0	25995		[穴/田/八]	寅	
30403						[(乳-孚)/日]		
30404						[烈-列+土]	赤	
30405						[〦/(ㄠ*言*ㄠ)/十]		
30406						[(毤-公+田)-毛+劦]		
30407						[〦/(ㄠ*(言-〦)*ㄠ)/十]	率	
30408						[區-品+((口*口)/口)]	區	
30410						[怪-土+火]	恢	
30411						[呂*耳*呂]		
30412						[契-大+乃]	勢	
30413			0	2946C		[旡*頁]		
30414						[打-丁+((十-〡+山)/?)]		
30415						[痛-甬+恿]	痛	
30416						[彳*曾]	僧	
30418						[兄*隹]	雖	
30419						[八/?/(米-〡)]		
30420						[藻-木+(尒-小+(恭-共))]	藻	
30421						[一/(月*三)]		
30422						[言/(上*乙)]		
30423						[〦/(目*目)/王]		
30424						[彳*(山/一/月)*(口/又)]		
30425			1	5BFB		[((巨-匚)@一)/寸]	尋	
30426			0	286C1		[邱-丘+羊]	邦	
30427						[厂-一+尌]		
30428						[利-木+周]		
30429						[先@?]	老	
30430						[序-予+通]		
30432						[鋓-禾+罡]		
30433						[〦/昍/王]	聖	
30434						[上@、]	亡	
30436			0	25607		[社-土+匕]	禮	
30437						[王*(人/小)]	珍	
30438						[彳*(土/之)]		
30439						[券-刀+艮]	養	
30440			0	43FB		[(ㄙ/月)*去]	能	
30441						[暾-享+(后-口+┬)]		
30442			0	24A46		[王*(色-巴+(罩-卓+犮))]		
30443						[(冰-水+〡)*豆]	短	
30444						[((耜-耒)/(乏-之))*市]		
30445						[(米-木+(孛-子))/(刃-、+(乂-(必-心)))]		
30446						[王*(百/友)]		
30447						[((耜-耒)/(乏-之))*(土/比)]	陛	
30448						[色-巴+((((巨-匚)@一)/((巨-匚)@一))*?)]		
30449						[乾-乞+(前-刖+之)]		
30450						[(ㄙ/月)*(素-糸+ㄙ)]	能	
30451						[((耜-耒)/(乏-之))*(一/巿)]		
30452						[洬-(一/歹)+美]		
30453						[身*(業-未)]		
30454						[慶-(心/ㄆ)+又]	慶	
30455						[(〦/日/小)*((龍-(立/月)-├))]	就	
30456						[顥-京+(彰-章)]		
30457						[(並-(前-刖))/呆]	業	
30458						[(么-?+?)*月]	朔	
30459						[戊-、]	戊	
30460						[束-口+二]	來	
30461						[丰-〡+(乳-孚)]		
30462						[田/一/月]	胄	
30463						[方*匕]		
30464						[虍-七+(一/巿)]	虎	
30465						[宰-十+干]		
30466						[沱-匕+(幸/┬)]		
30467						[鐨-弗+(烈-列+土)]		
30468						[托-七+((嘹-口)-(日/小))]		
30469						[鹿-比+(冗-几+巾)]	席	
30470						[卒-十+(坐-土+大)]	爽	
30471						[渀-卉+木]	染	
30472			0	209D8		[虍-七+又]	虔	
30473						[淑-叔+(、廾八、)]	淑	
30475						[脈-月+(大/于)]		
30476						[寇-├+口]	寇	
30477			0		234D9	[椒-叔+(、廾八、、)]	椒	
30478						[烈-列+(夕-、)]	亦	
30479						[一/((月-三+一)*(乞-乙+〡))]	所	
30480						[這-言+(((卄*十)/一)/(冉-二+＝))]		
30481			0		24D5C	[病-丙+(妳-女)]		
30482						[(一/?/(厂@用))*犬]	獻	
30483						[序-予+((麻-(序-予))/山)]		
30484			0	251B3		[督-叔+(、廾、、、)]	督	
30485			0	241DF		[舄-臼+(匚@人)]	焉	
30486						[〦/隹/田]	舊	
30487			1	6275		[於-方+(打-丁)]	於	
30488						[示*(六/隹)]	權	
30489			0	39AF		[或-口+ㄙ]	或	
30490			0	2343C		[櫥-尌+干]	柝	
30491			1	8227		[舶-日+凡]		
30492			0	213C2		[壙-黃+里]	廛	
30493						[〦/隹/(└*日)]	舊	
30494						[章-日+田]	章	
30495						[羌-儿+八]		
30496						[匚@丘]		
30497						[前-刖+(?/未)]		
30498						[賣-貝+心]	惡	
30499						[滅-(一/火)+(烈-列+大)]		
30500						[((色-巴+(耜-耒))/(乏-之))*(士/木)]	歸	
30501			0	239A8		[歸-帚+來]	歸	
30502			0	261B6		[糸*(芏/言)]	繕	
30503						[〦/目/〦]	直	
30504			0	20EDD		[翏-羽+品]	參	
30505						[病-丙+(玉-王+土)]	莊	
30506			1		4EB2	[立/木]		
30507			0	201C8		[佌-匕]		
30508						[這-言+((卄*卄)/一/(卄*十))]		
30509						[(累-小+(乏-之))*頁]		
30510			1	6E15		[利-禾+浂]	淵	
30511			0	2950A		[頁*頁]		
30512						[官-、+(卄*卄)]	營	
30513						[(十/日/力)*殳]		
30514						[酉-兀+兄]		
30515						[放/口]		
30516			0	2727E		[春-日+虫]		
30517						[享*(九/大)]		
30518						[頹-禾+立]		
30519						[一/(月*(乞-乙+〡))]	所	
30520						[((白-日+口)/(前-刖))*身]		
30521						[(夕*?)/工/心]		
30522						[百*農]		
30523						[武-止+(ㄠ-?)]		
30524						[前-刖+(日/〦)]		
30525						[倣-方+(山/月)]	微	
30526						[仰-ㄗ+(邱-丘)]	仰	
30527			0	2058C		[冠-元+(袖-由)]	冠	
30528						[竺-二+(皮-(〡/又)+(王/巾))]		
30529			0	20045		[皮-(〡/又)+(王/匆)]		
30530						[晉-(二/日)+大]	哭	
30531						[旦/(具-八)]	置	
30532			0	24C4A		[(ㄙ*ㄙ)/田]	留	
30533			0		23431	[(予-(丁-一)+儿)/木]	柔	
30534			1		6159	[轗-咸+斤]	慚	
30535			1	64A1		[摻-(彰-章)+(恭-共)]		
30536			0	2343D		[辛/木]	榛	
30537			0	4024		[外/目]		
30538						[王*宁]		
30539						[恔-父+(日/衣)]		
30540						[(民-(弋-、)+?)*又]	改	
30541						[(寇-(敲-高)+殳)-元+(口/兀)]		
30542						[荒-芒+(前-刖+(?/一))]	荒	
30543						[凶/(丮-(舉-與)+月)]	胸	
30544						[怡-台+(文/巾)]	悕	
30545						[土*((前-刖+(前-刖))/木)]		
30546						[捐*戈]	楫	
30547						[遫-束+斤]	遐	
30548						[鋻-又+(前-刖+一)]		
30549						[(ㄙ/月)*(己-(乳-孚)+(〡*又))]		
30550						[璥-茍+斤]		
30551						[跪-厄+(烈-列)]	跡	
30552						[(乏-之+虫)*(企-止+禹)]		
30553						[(敲-高)/十/下]		
30554						[拔-、]	拔	
30555			0	2262A		[怖-巾+土]	怪	
30556						[併-廾+口]	俗	
30557						[實-毌+十]	寡	
30558						[達-羊+(夕*〡*(、/、))]	遠	
30559						[(冰-水+〡)*大]		
30560						[一/?/(並-(前-刖)+厂)]		
30561						[宋-木+(白-日+具)]	冥	
30562						[摧-山+六]	權	
30563						[仰-ㄗ+(一/巾)]		
30564						[(六/隹)*力]	勸	
30565						[遑-王+(句-口+方)]		
30566						[辟/(土*┬)]		
30567						[這-言+汞]		
30568						[率-ㄠ+(言-〦)]		
30569						[(上/一/木)*(入/米)]	隸	
30570						[社-土+廷]		
30571						[身*(由/ㄅ)]		
30572						[囗@(前-刖+夫)]		
30573						[負*頁]		
30574						[旲-一+└]		
30575						[去*帚]		
30576						[附-寸+(又/一/生)]		
30577						[成-?+?]	成	
30578						[社-土+ㄉ]	初	
30579						[皮-(〡/又)+(王/丘)]	虛	
30580						[賾-口+(〡*(巨-匚))]	賾	
30581			0	238FD		[欽-工+(匚@一)]	欽	
30582						[(企-止+(平/?))*易]		
30583						[仁-二+(乃@人)]	仍	
30584			1	53AF		[厂@(林/(心-(白-日)))]	歷	
30585						[佹-厄+(罩-卓+(舄-臼))]	像	
30587			0	219D8		[家-ㄑ]	寂	
30588						[怪-土+(又/口)]		
30589						[泊-日+凡]	汎	
30590						[月*(夾-人+木)]	膝	
30591						[拯-一+(烈-列)]	拯	
30592						[(玉-王+土)*(丱-(丌-一)+(巳-(巨-匚)+〡))]	地	
30593						[一/((ㄠ-?)*〡)]	牙	
30594						[((殿-殳)/土)*(白-日+(口/又))]		
30595						[(色-巴+月)*(畏-田+├)]	能	
30596						[夕/(丮-(舉-與)+分)/皿]	氛	
30597						[(烈-列+〦)/(口@(├*〡))/(兀/木)]		
30598						[穴/(企-止+早)]	罩	
30599						[(呆/女)*(白-日+(口/又))]		
30600						[刊-干+(十-〡+(丫-〡+(厂-一)))]		
30601			1	6719		[囧*月]	明	
30602			0	208AB		[((〦/米)*力)/正]	整	
30603			0	28559		[這-言+(島-山+力)]	邊	
30604						[示*(互-口+一)]		
30605						[王*禹*隹]		
30606						[恩-大+工]	恩	
30607						[((土/一/石)*勿)/心]		
30608						[六/隹/(罩-卓)]		
30609						[(烈-列+〦)/(罩-卓+米)]	稟	
30610			1		6681	[日*(十/(十*十)/兀)]	曉	
30611						[蓒-干+凡]	範	
30612						[涳-工+水]	深	
30613			0	21D6F		[山/少]	步	
30614						[土/加]	嘉	
30615						[剬/衣]	製	
30616						[這-言+(田/ㄆ)]		
30617						[色-巴+舄]		
30618						[禾/干]		
30619						[敲-高+專]	敷	
30620						[(昭-刀+(美-(王/大)))/大]	照	
30621						[(士/(眉-目+耳))*(口/又)]	聲	
30622						[(上/夫)*(ㄆ/米)]	隸	
30623						[土*(產-生+二)]		
30624						[((巨-匚)@一)/(巢-果+可)]		
30625						[打-丁+(亟-一+(烈-列))]	極	
30626			0	22A3C		[戶@(並-(前-刖))]		
30627						[(輒-車)-(乳-孚)+ㄑ]	取	
30628			1	6CD8		[滹-虍]		
30629						[況-儿+面]	圖	
30630						[渭-月+(玉-王+土)]		
30631						[內-入+(木-(企-止)+八)]	兩	
30632						[一/(川*(乞-乙+〡))]		
30633						[涳-工+(由/八)]	演	
30634			0	2855E		[遷-(厄-厂+大)+升]	遷	
30635						[類-犬+(万-一)]		
30636			0		241B4	[〦/ㄙ/火]		
30637						[土*(產-生+干)]		
30638						[〦/(ㄠ*〡*ㄠ)/┬]	率	
30639						[卬-ㄗ+頁]	頃	
30640			0	284C9		[這-言+身]	邊	
30641						[美-(王/大)+果]		
30642						[昡*月]		
30643						[宋-木+(?/一/八)]	冥	
30644						[彳*匕]	化	
30645						[金-工+(長-(畏-(田/一)))]	金	
30646			0		2394C	[(└@├)/上]		
30647			0	45DD		[(示*申)/虫]	蠶	
30648						[((彰-章)/止)*召]	迢	
30649			0	24030		[涅-土+高]	滈	
30650			1	56FB		[囗@民]	國	
30651						[蝶-世+巨]		
30653						[箇-古+工]		
30654			1	7D9B		[糸*忍]	紉	
30655						[票*荅]		
30656			0	20EAA		[口*氣]		
30657						[一/肪]	房	
30658						[烈-列+雕]		
30659						[唴-儿+((嘹-口)-(日/小))]	笑	
30660			0	2164E		[天/(天*天)]		
30661			0	3B21		[日*零]	昤	
30662						[侍-士+見]	得	
30664						[王*匊]		
30665						[利-禾+(人/人/小)]		
30666			0	2769E		[褒-保+冏]	裔	
30667						[宋-木+(示*寸)]	冠	
30668						[(僉-(人*人)+(烈-列))*刃]	劍	
30669						[貅-木+(句-口+一)]	豹	
30670						[(將-爿+(冰-水+〡))/廾]	獎	
30671						[厂@(前-刖+(右/心))]		
30672						[((〦/米)*力)/心]		
30673						[彳*(去/禾)*ㄗ]	禦	
30674						[口*(┴/上)]		
30675						[打-丁+(土/衣)]	裝	
30676						[糸*(疆-(彊-弓))*(中/虫)]	繈	
30677			0		2255E	[彳*(〦/目/心)]	德	
30678			0	25760		[禾*么]	私	
30680						[彳*(光-儿+(之-、))]	徙	
30681						[溤/廾]	憑	
30682						[隳-隋+品]		
30683						[謎-米+(乏-之+(〡*ㄑ))]	誕	
30684			0	49A2		[門@法]	闊	
30685						[(身-(必-心)+人)*(人/人)]		
30686						[立*(目/(与-一+工))]		
30687						[慔-大+皿]		
30688						[雖-虫+右]		
30689						[一/口/(戌-、+?)]		
30690						[((└@日)/土)*(口/又)]	毀	
30691						[邱-丘+身]	邪	
30692						[喪-十+〦]	喪	
30693						[款-示+天]		
30694						[匚@((巨-匚)/〡)]	巨	
30695						[雨/(器-犬+一)]	靈	
30696						[姿-二+王]	姿	
30698						[(興-(二*同*二)+(一*║*一))-八]		
30699						[泳-永+(甘/(匹-兀+((白-日)*(白-日))))]	湛	
30700						[洈-厄+(北/言)]		
30701						[烈-列+(〦/?/一/一)]		
30702			0	22488		[彰-章+井]		
30703						[又/巾]		
30704						[明/王]		
30705			0		259B4	[穴/(止-├+(ㄇ@一))/八]	冥	
30706						[又/月]		
30707						[ㄙ/土/八]	矣	
30708						[(列-、)/木]		
30709						[序-予+報]	厥	
30710						[用/心]	思	
30711			0	2147F		[土*業]	墣	
30712						[復-日+(口/口)]	復	
30713			0	22552		[後-ㄠ+(〦/口/口)]	復	
30714						[(報-幸+未)-ㄗ+口]		
30715						[印-ㄗ+帚]		
30716						[逸-免+(土/聿)]		
30717						[吝-〦+(前-刖)]	若	
30718			0	24989		[昍/王]	聖	
30719						[去*來]	歸	
30720						[(廿@ㄨ)/六]	其	
30721						[(元*元)/日]		
30722						[(亡*夕)/立]	望	
30723						[這-言+(咼-(同-一)+(石-口+又))]	退	
30724						[角*(口/工/十)]	解	
30725						[彳*(色-巴+(罩-卓+(舄-臼)))]	像	
30726						[色-巴+巳]		
30727						[烈-列+(勿*火)]	然	
30728						[口/巳]	邑	
30729						[(口/巳)*(朗-月+(口/巳))]	鄉	
30730			0	232C9		[日*奧]	燠	
30731						[(廿@ㄨ)/(一/八/土)]	基	
30732						[薝-言+口]		
30733			1	96E7		[雥/木]	集	
30734			0	282CE		[妳-女+車]	軫	
30735			0	2000D		[世-廿+卄]	世	
30736						[日*少]		
30737						[氣-(乞-乙+一)+禾]		
30738						[瞻-言+口]		
30739						[去/(廿@〡)/木]		
30740						[委*嵬]		
30741						[延-止+山]	延	
30742						[摧-山+(〦/(口*口))]	權	
30744						[口/一/回]	圖	
30745						[飾-(一/巾)+巿]		
30746						[繢-貝+日]	緇	
30747						[色-巴+(罩-卓+(舄-臼))]	象	
30748						[王*(罩-卓+隻)]		
30749						[火*灸]		
30750						[(〦/目)*弋]	貳	
30751						[泳-永+(月-三+(朕-月))]	淵	
30752						[遝-(罩-卓)+去]	遠	
30753			1		8307	[茇-乂+又]	茇	
30755						[罩-卓+((輒-車)-(乳-孚)+ㄑ)]	最	
30756						[(夾-人+大)*力]		
30757						[葺-耳+(一/八)]		
30758						[豐*莘]		
30759						[乾-乞+凡]		
30760			0	27A22		[護-隻+干]	詳	
30761						[恒-旦+(且-二+(、/一/、))]		
30762						[十/ㄝ]	世	
30763						[再-土+(人/八)]		
30764						[止/(同-(一/口)+(、/ㄒ))]		
30765						[廟-月+(舟-(白-日)+(乞-乙))]		
30766						[示*(奄-大)]		
30767						[後-ㄠ+(一/口/口)]	復	
30768						[而-║+(同-(一/口))]	而	
30769						[十/ㄨ/日]		
30770			0	4BBE		[馬*龍]		
30771						[局-(一/口)+古]	局	
30772						[高/(玉-王+土)]	臺	
30774						[儀-我+?]		
30775						[懷-(犀-尸-牛)]	懷	
30776						[崴-女+小]	歲	
30777						[企-止+占]	含	
30778						[這-言+((旅-方)-(乞-乙))]	延	
30779						[(美-(王/大)+貝)*頁]	願	
30780						[這-言+杲]		
30781						[壴-士+土]		
30782			0	2331F		[日*靈]	昤	
30783						[山/出]	王	
30785						[佹-厄+((島-(白-日))-山+(乏-之))]		
30786			0	223DD		[弼-百+弓]		
30787						[屾/(咒-几+(巽-共))/右]		
30788						[去/世]	棄	
30789						[彰-章+(炭-(一/火)+((旅-方)-(乞-乙)))]		
30790						[親-立+九]	親	
30791						[月*〡*(己-(乳-孚)+二)]	服	
30792						[戛-戈+冬]		
30793						[└@((主-王+(肱-月))*斤)]		
30794						[└@(絣-(一/廾)+兀)]		
30795						[賴-束+(上/夫)]		
30796						[〦/(厂@(玉-王+乇))]		
30797						[艸/一/右]	若	
30798						[(這-言+(〡*ㄑ))-、]		
30799						[合-口+韭]	金	
30800			0	25969		[穴/向]	向	
30801						[傘-(企-止+十)+旲]		
30802			0	38CD		[彰-章+台]		
30803						[彰-章+(百/((鬯-匕)-凵))]		
30804						[兀/元]		
30805			0	4309		[糸*罡]	綱	
30806						[乃@(王/一)]		
30807						[(〡*ㄑ)/一/心]		
30810						[入/人]	天	
30811						[屾/(巽-共+(巳*巳))/右]	若	
30812						[屾/(巽-共+右)]	若	
30813						[木*(玉-王+土)]	杜	
30814						[手*(夭-(乂-(必-心))+乂)]		
30815						[裁-衣+示]		
30816			0	3F6E		[畾/生]	星	
30817						[矢*(匚@((巨-匚)/〡))]	矩	
30818						[ㄙ/一/回]		
30819			1	4F4A		[仁-二+皮]		
30820						[泳-永+(楞-木)]		
30821			0		219A6	[享*(丸/火)]	熟	
30822						[(雨-(美-(王/大)))/(器-犬+〦)]	靈	
30823						[穴/光]		
30824						[霝/一/(口*口)]	靈	
30825						[堂-土+玉]	堂	
30826						[衣*衣]	旅	
30827						[(翏-(彰-章)+(恭-共))*刃]		
30828						[烈-列+(宿-百+晏)]		
30829						[(烈-列+(〦/日))*尤]		
30830						[詮-土+(前-刖)]	詮	
30831						[(婁-十+〡)*(己-(乳-孚)+又)]		
30832			0	235AB		[愨-心+木]		
30833						[一/(美-(王/大))/工]		
30834						[(一/万)*(弋-一)]		
30835						[達-羊+(彳*ㄑ)]	遠	
30836			0		2867B	[邱-丘+(冉-土+＝)]	那	
30838						[偤-酉+(冗-几+(一/豕))]	像	
30839						[邱-丘+(司-(一/口)+井)]	那	
30840						[八/公/儿]	兗	
30841			0	28677		[邱-丘+井]		
30842						[式-工+(一/人)]		
30843						[((大/有)*尤)/土]	壟	
30844						[(殷-(万-(石-口))+十)-几+口]	殷	
30845						[佐-工+田]	備	
30846						[企-止+禹]	禽	
30847						[界-介+?]	界	
30848			0	3445		[作-(〡*＝)+上]	作	
30849						[狂-王+((平-十)/目)]	猶	
