001##T0001   22,長阿含經                                 ,【後秦 佛陀耶舍共竺佛念譯】
44a##T1841    1,因明義斷                                 ,【唐 慧沼撰】
44a##T1842    1,因明入正理論義纂要                       ,【唐 慧沼集】
44a##T1843    4,大乘起信論義疏                           ,【隋 慧遠撰】
44a##T1844    2,起信論疏                                 ,【新羅 元曉撰】
44a##T1845    2,大乘起信論別記                           ,【新羅 元曉撰】
44a##T1846    5,大乘起信論義記                           ,【唐 法藏撰】
44a##T1847    1,大乘起信論義記別記                       ,【唐 法藏撰】
44a##T1848   20,起信論疏筆削記                           ,【宋 子璿錄】
44a##T1849    1,大乘起信論內義略探記                     ,【新羅 太賢作】
44a##T1850    6,大乘起信論裂網疏                         ,【明 智旭述】
44b##T1851   26,大乘義章                                 ,【隋 慧遠撰】
045##T1852    1,三論玄義                                 ,【隋 吉藏撰】
045##T1853    5,大乘玄論                                 ,【隋 吉藏撰】
045##T1854    3,二諦義                                   ,【隋 吉藏撰】
045##T1855    1,三論遊意義                               ,【隋 磧法師撰】
045##T1856    3,鳩摩羅什法師大義                         ,【東晉 慧遠問 羅什答】
045##T1857    1,寶藏論                                   ,【後秦 僧肇著】
045##T1858    1,肇論                                     ,【後秦 僧肇作】
045##T1859    3,肇論疏                                   ,【唐 元康撰】
045##T1860    3,肇論新疏                                 ,【元 文才述】
045##T1861    7,大乘法苑義林章                           ,【唐 窺基撰】
045##T1862    3,勸發菩提心集                             ,【唐 慧沼撰】
045##T1863    4,能顯中邊慧日論                           ,【唐 慧沼撰】
045##T1864    1,大乘入道次第                             ,【唐 智周撰】
045##T1865    2,八識規矩補註                             ,【明 普泰補註】
045##T1866    4,華嚴一乘教義分齊章                       ,【唐 法藏述】
045##T1867    1,華嚴五教止觀                             ,【隋 杜順說】
045##T1868    1,華嚴一乘十玄門                           ,【隋 杜順說  唐 智儼撰】
045##T1869    2,華嚴五十要問答                           ,【唐 智儼集】
045##T1870    4,華嚴經內章門等雜孔目章                   ,【唐 智儼集】
045##T1871    1,華嚴經旨歸                               ,【唐 法藏述】
045##T1872    1,華嚴策林                                 ,【唐 法藏述】
045##T1873    2,華嚴經問答                               ,【唐 法藏撰】
045##T1874    2,華嚴經明法品內立三寶章                   ,【唐 法藏述】
045##T1875    1,華嚴經義海百門                           ,【唐 法藏述】
045##T1876    1,修華嚴奧旨妄盡還源觀                     ,【唐 法藏述】
045##T1877    1,華嚴遊心法界記                           ,【唐 法藏撰】
045##T1878    1,華嚴發菩提心章                           ,【唐 法藏述】
045##T1879a   1,華嚴經關脈義記                           ,【唐 法藏撰】
045##T1879b   1,華嚴關脈義記                             ,【】
045##T1880    1,金師子章雲間類解                         ,【唐 法藏撰  宋 淨源述】
045##T1881    1,華嚴經金師子章註                         ,【唐 法藏撰  宋 承遷註】
045##T1882    1,三聖圓融觀門                             ,【唐 澄觀述】
045##T1883    2,華嚴法界玄鏡                             ,【唐 澄觀述】
045##T1884    1,註華嚴法界觀門                           ,【唐 宗密註】
045##T1885    2,註華嚴經題法界觀門頌                     ,【宋 本嵩述  琮湛註】
045##T1886    1,原人論                                   ,【唐 宗密述】
045##T1887A   1,華嚴一乘法界圖                           ,【新羅 義湘撰】
045##T1887B   2,法界圖記叢髓錄                           ,【】
045##T1888    1,解迷顯智成悲十明論                       ,【唐 李通玄撰】
045##T1889    1,海印三昧論                               ,【新羅 明皛述】
045##T1890    1,華嚴一乘成佛妙義                         ,【新羅 見登之集】
045##T1891    1,文殊指南圖讚                             ,【宋 惟白述】
045##T1892    1,關中創立戒壇圖經                         ,【唐 道宣撰】
045##T1893    2,淨心戒觀法                               ,【唐 道宣撰】
045##T1894    1,釋門章服儀                               ,【唐 道宣述】
045##T1895    2,量處輕重儀                               ,【唐 道宣緝】
045##T1896    2,釋門歸敬儀                               ,【唐 道宣述】
045##T1897    1,教誡新學比丘行護律儀                     ,【唐 道宣述】
045##T1898    1,律相感通傳                               ,【唐 道宣撰】
045##T1899    2,中天竺舍衛國祇洹寺圖經                   ,【唐 道宣撰】
045##T1900    1,佛制比丘六物圖                           ,【唐 元照撰】
045##T1901    1,護命放生軌儀法                           ,【唐 義淨撰】
045##T1902    1,受用三水要行法                           ,【唐 義淨撰】
045##T1903    1,說罪要行法                               ,【唐 義淨撰】
045##T1904    1,根本說一切有部出家授近圓羯磨儀範         ,【元 拔合思巴集】
045##T1905    1,根本說一切有部苾芻習學略法               ,【元 拔合思巴集】
045##T1906    1,菩薩戒本宗要                             ,【新羅 大賢撰】
045##T1907    1,菩薩戒本持犯要記                         ,【新羅 元曉述】
045##T1908    1,大乘六情懺悔                             ,【新羅 元曉撰】
045##T1909   10,慈悲道場懺法                             ,【梁 諸大法師集撰】
045##T1910    3,慈悲水懺法                               ,【】
046##T1911   20,摩訶止觀                                 ,【隋 智顗說】
046##T1912   40,止觀輔行傳弘決                           ,【唐 湛然述】
046##T1913    2,止觀義例                                 ,【唐 湛然述】
046##T1914    1,止觀大意                                 ,【唐 湛然述】
046##T1915    1,修習止觀坐禪法要                         ,【隋 智顗述】
046##T1916   12,釋禪波羅蜜次第法門                       ,【隋 智顗說】
046##T1917    1,六妙法門                                 ,【隋 智顗說】
046##T1918    4,四念處                                   ,【隋 智顗說】
046##T1919    1,天台智者大師禪門口訣                     ,【隋 智顗說】
046##T1920    1,觀心論(亦名煎乳論)                       ,【隋 智顗述】
046##T1921    5,觀心論疏                                 ,【隋 灌頂撰】
046##T1922    1,釋摩訶般若波羅蜜經覺意三昧               ,【隋 智顗說】
046##T1923    2,諸法無諍三昧法門                         ,【陳 慧思撰】
046##T1924    4,大乘止觀法門                             ,【陳 慧思說】
046##T1925    6,法界次第初門                             ,【隋 智顗撰】
046##T1926    1,法華經安樂行義                           ,【陳 慧思說】
046##T1927    1,十不二門                                 ,【唐 湛然述】
046##T1928    2,十不二門指要鈔                           ,【宋 知禮述】
046##T1929   12,四教義                                   ,【隋 智顗撰】
046##T1930    1,天台八教大意                             ,【隋 灌頂撰】
046##T1931    1,天台四教儀                               ,【高麗 諦觀錄】
046##T1932    1,金剛錍                                   ,【唐 湛然述】
046##T1933    1,南嶽思大禪師立誓願文                     ,【陳 慧思撰】
046##T1934    4,國清百錄                                 ,【隋 灌頂纂】
046##T1935    1,法智遺編觀心二百問                       ,【宋 繼忠集】
046##T1936    2,四明十義書                               ,【宋 知禮撰】
046##T1937    7,四明尊者教行錄                           ,【宋 宗曉編】
046##T1938    1,天台傳佛心印記                           ,【元 懷則述】
046##T1939    1,教觀綱宗                                 ,【明 智旭述】
046##T1940    1,方等三昧行法                             ,【隋 智顗說】
046##T1941    1,法華三昧懺儀                             ,【隋 智顗撰】
046##T1942    1,法華三昧行事運想補助儀                   ,【唐 湛然撰】
046##T1943    1,略法華三昧補助儀                         ,【】
046##T1944    1,禮法華經儀式                             ,【】
046##T1945    1,金光明懺法補助儀                         ,【宋 遵式集】
046##T1946    1,金光明最勝懺儀                           ,【宋 知禮集】
046##T1947    1,釋迦如來涅槃禮讚文                       ,【宋 仁岳撰】
046##T1948    1,天台智者大師齋忌禮讚文                   ,【宋 遵式述】
046##T1949    1,請觀世音菩薩消伏毒害陀羅尼三昧儀         ,【宋 遵式集】
046##T1950    1,千手眼大悲心咒行法                       ,【宋 知禮集】
046##T1951    1,熾盛光道場念誦儀                         ,【宋 遵式撰】
046##T1952    1,觀自在菩薩如意輪咒課法                   ,【】
046##T1953    1,菩提心義                                 ,【】
046##T1954    1,明佛法根本碑                             ,【唐 智慧輪述】
046##T1955    2,顯密圓通成佛心要集                       ,【元 道[厄*殳]集】
046##T1956    1,密咒圓因往生集                           ,【夏 智廣等集】
047##T1957    1,略論安樂淨土義                           ,【後魏 曇鸞撰】
047##T1958    2,安樂集                                   ,【唐 道綽撰】
047##T1959    1,觀念阿彌陀佛相海三昧功德法門             ,【唐 善導集記】
047##T1960    7,釋淨土群疑論                             ,【唐 懷感撰】
047##T1961    1,淨土十疑論                               ,【隋 智顗說】
047##T1962    1,五方便念佛門                             ,【隋 智顗撰】
047##T1963    3,淨土論                                   ,【唐 迦才撰】
047##T1964    1,西方要決釋疑通規                         ,【唐 基撰】
047##T1965    1,遊心安樂道                               ,【新羅 元曉撰】
047##T1966    2,念佛鏡                                   ,【唐 道鏡．善道共集】
047##T1967    3,念佛三昧寶王論                           ,【唐 飛錫撰】
047##T1968    1,往生淨土決疑行願二門                     ,【宋 遵式撰】
047##T1969A   5,樂邦文類                                 ,【宋 宗曉編】
047##T1969B   2,樂邦遺稿                                 ,【宋 宗曉編】
047##T1970   12,龍舒增廣淨土文                           ,【宋 王日休撰】
047##T1971    1,淨土境觀要門                             ,【元 懷則述】
047##T1972    1,淨土或問                                 ,【元 天如則著】
047##T1973   10,廬山蓮宗寶鑑                             ,【元 普度編】
047##T1974    2,寶王三昧念佛直指                         ,【明 妙[口*十]集】
047##T1975    1,淨土生無生論                             ,【明 傳燈撰】
047##T1976   10,西方合論                                 ,【明 袁宏道撰】
047##T1977    1,淨土疑辨                                 ,【明 袾宏撰】
047##T1978    1,讚阿彌陀佛偈                             ,【後魏 曇鸞撰】
047##T1979    2,轉經行道願往生淨土法事讚                 ,【唐 善導集記】
047##T1980    1,往生禮讚偈                               ,【唐 善導集記】
047##T1981    1,依觀經等明般舟三昧行道往生讚             ,【唐 善導撰】
047##T1982    2,集諸經禮懺儀                             ,【唐 知昇撰】
047##T1983    2,淨土五會念佛略法事儀讚                   ,【唐 法照述】
047##T1984    1,往生淨土懺願儀                           ,【宋 遵式撰】
047##T1985    1,鎮州臨濟慧照禪師語錄                     ,【唐 慧然集】
047##T1986A   1,筠州洞山悟本禪師語錄                     ,【日本 慧印校】
047##T1986B   1,瑞州洞山良价禪師語錄                     ,【明 語風圓信．郭凝之編】
047##T1987A   1,撫州曹山元證禪師語錄                     ,【日本 慧印校】
047##T1987B   2,撫州曹山本寂禪師語錄                     ,【日本 玄契編】
047##T1988    3,雲門匡真禪師廣錄                         ,【宋 守堅集】
047##T1989    1,潭州溈山靈祐禪師語錄                     ,【明 語風圓信．郭凝之編】
047##T1990    1,袁州仰山慧寂禪師語錄                     ,【明 語風圓信．郭凝之編】
047##T1991    1,金陵清涼院文益禪師語錄                   ,【明 語風圓信．郭凝之編】
047##T1992    3,汾陽無德禪師語錄                         ,【宋 楚圓集】
047##T1993    1,黃龍慧南禪師語錄                         ,【宋 惠泉集】
047##T1994A   1,楊岐方會和尚語錄                         ,【宋 仁勇等編】
047##T1994B   1,楊岐方會和尚後錄                         ,【】
047##T1995    3,法演禪師語錄                             ,【宋 才良等編】
047##T1996    6,明覺禪師語錄                             ,【宋 惟蓋竺編】
047##T1997   20,圓悟佛果禪師語錄                         ,【宋 紹隆等編】
047##T1998A  30,大慧普覺禪師語錄                         ,【宋 蘊聞編】
047##T1998B   1,大慧普覺禪師宗門武庫                     ,【宋 道謙編】
047##T1999    1,密菴和尚語錄                             ,【宋 崇岳．了悟等編】
047##T2000   10,虛堂和尚語錄                             ,【宋 妙源編】
048##T2001    9,宏智禪師廣錄                             ,【宋 集成等編】
048##T2002A   2,如淨和尚語錄                             ,【宋 文素編】
048##T2002B   1,天童山景德寺如淨禪師續語錄               ,【宋 義遠編】
048##T2003   10,佛果圜悟禪師碧巖錄                       ,【宋 重顯頌古．克勤評唱】
048##T2004    6,萬松老人評唱天童覺和尚頌古從容庵錄       ,【宋 正覺頌古．元行秀評唱】
048##T2005    1,無門關                                   ,【宋 宗紹編】
048##T2006    6,人天眼目                                 ,【宋 智昭集】
048##T2007    1,南宗頓教最上大乘摩訶般若波羅蜜經六祖惠能大師於韶州大梵寺施法壇經 ,【唐 法海集】
048##T2008    1,六祖大師法寶壇經                         ,【元 宗寶編】
048##T2009    1,少室六門                                 ,【】
048##T2010    1,信心銘                                   ,【隋 僧璨作】
048##T2011    1,最上乘論                                 ,【唐 弘忍述】
048##T2012A   1,黃檗山斷際禪師傳心法要                   ,【唐 裴休集】
048##T2012B   1,黃檗斷際禪師宛陵錄                       ,【唐 裴休集】
048##T2013    1,禪宗永嘉集                               ,【唐 玄覺撰】
048##T2014    1,永嘉證道歌                               ,【唐 玄覺撰】
048##T2015    4,禪源諸詮集都序                           ,【唐 宗密述】
048##T2016  100,宗鏡錄                                   ,【宋 延壽集】
048##T2017    3,萬善同歸集                               ,【宋 延壽述】
048##T2018    1,永明智覺禪師唯心訣                       ,【宋 延壽撰】
048##T2019A   1,真心直說                                 ,【高麗 知訥撰】
048##T2019B   1,誡初心學人文                             ,【高麗 知訥撰】
048##T2020    1,高麗國普照禪師修心訣                     ,【高麗 知訥撰】
048##T2021    1,禪宗決疑集                               ,【元 智徹述】
048##T2022    4,禪林寶訓                                 ,【宋 淨善重集】
048##T2023   10,緇門警訓                                 ,【明 如巹續集】
048##T2024    1,禪關策進                                 ,【明 袾宏輯】
048##T2025    8,敕修百丈清規                             ,【元 德煇重編】
049##T2026    1,撰集三藏及雜藏傳                         ,【失譯】
049##T2027    1,迦葉結經                                 ,【後漢 安世高譯】
049##T2028    1,迦丁比丘說當來變經                       ,【失譯】
049##T2029    1,佛使比丘迦旃延說法沒盡偈百二十章         ,【失譯】
049##T2030    1,大阿羅漢難提蜜多羅所說法住記             ,【唐 玄奘譯】
049##T2031    1,異部宗輪論                               ,【世友菩薩造  唐 玄奘譯】
049##T2032    1,十八部論                                 ,【陳 真諦譯】
049##T2033    1,部執異論                                 ,【天友菩薩造  陳 真諦譯】
049##T2034   15,歷代三寶紀                               ,【隋 費長房撰】
049##T2035   54,佛祖統紀                                 ,【宋 志磐撰】
049##T2036   22,佛祖歷代通載                             ,【元 念常集】
049##T2037    4,釋氏稽古略                               ,【元 覺岸編】
049##T2038    3,釋鑑稽古略續集                           ,【明 幻輪編】
049##T2039    5,三國遺事                                 ,【高麗 一然撰】
050##T2040    5,釋迦譜                                   ,【梁 僧祐撰】
050##T2041    1,釋迦氏譜                                 ,【唐 道宣撰】
050##T2042    7,阿育王傳                                 ,【西晉 安法欽譯】
050##T2043   10,阿育王經                                 ,【梁 僧伽婆羅譯】
050##T2044    1,天尊說阿育王譬喻經                       ,【失譯】
050##T2045    1,阿育王息壞目因緣經                       ,【符秦 曇摩難提譯】
050##T2046    1,馬鳴菩薩傳                               ,【後秦 鳩摩羅什譯】
050##T2047a   1,龍樹菩薩傳                               ,【姚秦 鳩摩羅什譯】
050##T2047b   1,龍樹菩薩傳                               ,【姚秦 鳩摩羅什譯】
050##T2048    1,提婆菩薩傳                               ,【姚秦 鳩摩羅什譯】
050##T2049    1,婆藪槃豆法師傳                           ,【陳 真諦譯】
050##T2050    1,隋天台智者大師別傳                       ,【隋 灌頂撰】
050##T2051    3,唐護法沙門法琳別傳                       ,【唐 彥琮撰】
050##T2052    1,大唐故三藏玄奘法師行狀                   ,【唐 冥詳撰】
050##T2053   10,大唐大慈恩寺三藏法師傳                   ,【唐 慧立本．彥悰箋】
050##T2054    1,唐大薦福寺故寺主翻經大德法藏和尚傳       ,【新羅 崔致遠撰】
050##T2055    1,玄宗朝翻經三藏善無畏贈鴻臚卿行狀         ,【唐 李華撰】
050##T2056    1,大唐故大德贈司空大辨正廣智不空三藏行狀   ,【唐 趙遷撰】
050##T2057    1,大唐青龍寺三朝供奉大德行狀               ,【】
050##T2058    6,付法藏因緣傳                             ,【元魏 吉迦夜共曇曜譯】
050##T2059   14,高僧傳                                   ,【梁 慧皎撰】
050##T2060   30,續高僧傳                                 ,【唐 道宣撰】
050##T2061   30,宋高僧傳                                 ,【宋 贊寧等撰】
050##T2062    8,大明高僧傳                               ,【明 如惺撰】
050##T2063    4,比丘尼傳                                 ,【梁 寶唱撰】
050##T2064    9,神僧傳                                   ,【】
050##T2065    2,海東高僧傳                               ,【高麗 覺訓撰】
051##T2066    2,大唐西域求法高僧傳                       ,【唐 義淨撰】
051##T2067   10,弘贊法華傳                               ,【唐 惠詳撰】
051##T2068   10,法華傳記                                 ,【唐 僧詳撰】
051##T2069    1,天台九祖傳                               ,【宋 士衡編】
051##T2070    1,往生西方淨土瑞應傳                       ,【】
051##T2071    3,淨土往生傳                               ,【宋 戒珠敘】
051##T2072    3,往生集                                   ,【明 袾宏輯】
051##T2073    5,華嚴經傳記                               ,【唐 法藏集】
051##T2074    1,大方廣佛華嚴經感應傳                     ,【唐 惠英撰．胡幽貞纂】
051##T2075    1,曆代法寶記                               ,【】
051##T2076   30,景德傳燈錄                               ,【宋 道原纂】
051##T2077   36,續傳燈錄                                 ,【】
051##T2078    9,傳法正宗記                               ,【宋 契嵩編】
051##T2079    1,傳法正宗定祖圖                           ,【宋 契嵩撰】
051##T2080    2,傳法正宗論                               ,【宋 契嵩編】
051##T2081    2,兩部大法相承師資付法記                   ,【唐 海雲記】
051##T2082    3,冥報記                                   ,【唐 唐臨撰】
051##T2083    2,釋門自鏡錄                               ,【唐 懷信述】
051##T2084    3,三寶感應要略錄                           ,【宋 非濁集】
051##T2085    1,高僧法顯傳                               ,【東晉 法顯記】
051##T2086    1,北魏僧惠生使西域記                       ,【】
051##T2087   12,大唐西域記                               ,【唐 玄奘譯．辯機撰】
051##T2088    2,釋迦方志                                 ,【唐 道宣撰】
051##T2089    1,遊方記抄                                 ,【新羅慧超唐圓照等撰】
051##T2090    1,釋迦牟尼如來像法滅盡之記                 ,【唐 法成譯】
051##T2091    1,燉煌錄                                   ,【】
051##T2092    5,洛陽伽藍記                               ,【元魏 楊衒之撰】
051##T2093    1,寺塔記                                   ,【唐 段成式撰】
051##T2094    1,梁京寺記                                 ,【】
051##T2095    5,廬山記                                   ,【宋 陳舜俞撰】
051##T2096    1,天台山記                                 ,【唐 徐靈府撰】
051##T2097    3,南嶽總勝集                               ,【宋 陳田夫撰】
051##T2098    2,古清涼傳                                 ,【唐 慧祥撰】
051##T2099    3,廣清涼傳                                 ,【宋 延一編】
051##T2100    2,續清涼傳                                 ,【宋 張商英述】
051##T2101    1,補陀洛迦山傳                             ,【元 盛熙明述】
052##T2102   14,弘明集                                   ,【梁 僧祐撰】
052##T2103   30,廣弘明集                                 ,【唐 道宣撰】
052##T2104    4,集古今佛道論衡                           ,【唐 道宣撰】
052##T2105    1,續集古今佛道論衡                         ,【唐 智昇撰】
052##T2106    3,集神州三寶感通錄                         ,【唐 道宣撰】
052##T2107    1,道宣律師感通錄                           ,【唐 道宣撰】
052##T2108    6,集沙門不應拜俗等事                       ,【唐 彥悰纂錄】
052##T2109    2,破邪論                                   ,【唐 法琳撰】
052##T2110    8,辯正論                                   ,【唐 法琳撰】
052##T2111    3,十門辯惑論                               ,【唐 復禮撰】
052##T2112    3,甄正論                                   ,【唐 玄嶷撰】
052##T2113   10,北山錄                                   ,【唐 神清撰  慧寶注】
052##T2114    1,護法論                                   ,【宋 張商英述】
052##T2115   19,鐔津文集                                 ,【宋 契嵩撰】
052##T2116    5,辯偽錄                                   ,【元 祥邁撰】
052##T2117    2,三教平心論                               ,【元 劉謐撰】
052##T2118    5,折疑論                                   ,【師子比丘述註】
052##T2119    1,寺沙門玄奘上表記                         ,【】
052##T2120    6,代宗朝贈司空大辨正廣智三藏和上表制集     ,【唐 圓照集】
053##T2121   50,經律異相                                 ,【梁 寶唱等集】
053##T2122  100,法苑珠林                                 ,【唐 道世撰】
54a##T2123   20,諸經要集                                 ,【唐 道世集】
54a##T2124    1,法門名義集                               ,【唐 李師政撰】
54a##T2125    4,南海寄歸內法傳                           ,【唐 義淨撰】
54a##T2126    3,大宋僧史略                               ,【宋 贊寧撰】
54a##T2127    3,釋氏要覽                                 ,【宋 道誠集】
54a##T2128  100,一切經音義                               ,【唐 慧琳撰】
54a##T2129   10,續一切經音義                             ,【宋 希麟集】
54a##T2130   10,翻梵語                                   ,【】
54a##T2131    7,翻譯名義集                               ,【宋 法雲編】
54a##T2132    1,悉曇字記                                 ,【唐 智廣撰】
54a##T2133A   1,梵語千字文                               ,【唐 義淨撰】
54a##T2133B   1,梵語千字文                               ,【唐 義淨撰】
54a##T2134    1,唐梵文字                                 ,【唐 全真集】
54a##T2135    1,梵語雜名                                 ,【唐 禮言集】
54a##T2136    1,唐梵兩語雙對集                           ,【唐 僧怛多[薛/木]多  波羅瞿那彌捨沙集】
54b##T2137    3,金七十論                                 ,【陳 真諦譯】
54b##T2138    1,勝宗十句義論                             ,【慧月造．唐 玄奘譯】
54b##T2139    2,老子化胡經                               ,【】
54b##T2140    1,摩尼教下部讚                             ,【】
54b##T2141A   1,摩尼光佛教法儀略                         ,【唐 拂多誕譯】
54b##T2141B   1,波斯教殘經                               ,【】
54b##T2142    1,序聽迷詩所經                             ,【】
54b##T2143    1,景教三威蒙度讚                           ,【】
54b##T2144    1,大秦景教流行中國碑頌                     ,【唐 景淨述】
055##T2145   15,出三藏記集                               ,【梁 僧祐撰】
055##T2146    7,眾經目錄                                 ,【隋 法經等撰】
055##T2147    5,眾經目錄                                 ,【隋 彥琮撰】
055##T2148    5,眾經目錄                                 ,【唐 靜泰撰】
055##T2149   10,大唐內典錄                               ,【唐 道宣撰】
055##T2150    1,續大唐內典錄                             ,【唐 道宣撰】
055##T2151    4,古今譯經圖紀                             ,【唐 靖邁撰】
055##T2152    1,續古今譯經圖紀                           ,【唐 智昇撰】
055##T2153   15,大周刊定眾經目錄                         ,【唐 明佺等撰】
055##T2154   20,開元釋教錄                               ,【唐 智昇撰】
055##T2155    4,開元釋教錄略出                           ,【唐 智昇撰】
055##T2156    3,大唐貞元續開元釋教錄                     ,【唐 圓照集】
055##T2157   30,貞元新定釋教目錄                         ,【唐 圓照撰】
055##T2158    1,續貞元釋教錄                             ,【南唐 恒安集】
055##T2159    1,傳教大師將來台州錄                       ,【日本 最澄撰】
055##T2160    1,傳教大師將來越州錄                       ,【日本 最澄撰】
055##T2161    1,御請來目錄                               ,【日本 空海撰】
055##T2162    1,根本大和尚真跡策子等目錄                 ,【】
055##T2163    1,常曉和尚請來目錄                         ,【日本 常曉撰】
055##T2164    1,靈巖寺和尚請來法門道具等目錄             ,【日本 圓行撰】
055##T2165    1,日本國承和五年入唐求法目錄               ,【日本 圓仁撰】
055##T2166    1,慈覺大師在唐送進錄                       ,【日本 圓仁撰】
055##T2167    1,入唐新求聖教目錄                         ,【日本 圓仁撰】
055##T2168A   1,惠運禪師將來教法目錄                     ,【日本 惠運撰】
055##T2168B   1,惠運律師書目錄                           ,【日本 惠運撰】
055##T2169    1,開元寺求得經疏記等目錄                   ,【日本 圓珍撰】
055##T2170    1,福州溫州台州求得經律論疏記外書等目錄     ,【日本 圓珍撰】
055##T2171    1,青龍寺求法目錄                           ,【日本 圓珍撰】
055##T2172    1,日本比丘圓珍入唐求法目錄                 ,【日本 圓珍撰】
055##T2173    1,智證大師請來目錄                         ,【日本 圓珍撰】
055##T2174A   1,新書寫請來法門等目錄                     ,【日本 宗叡撰】
055##T2174B   1,禪林寺宗叡僧正目錄                       ,【】
055##T2175    1,錄外經等目錄                             ,【】
055##T2176    2,諸阿闍梨真言密教部類總錄                 ,【日本 安然集】
055##T2177    1,華嚴宗章疏并因明錄                       ,【日本 圓超錄】
055##T2178    1,天台宗章疏                               ,【日本 玄日錄】
055##T2179    1,三論宗章疏                               ,【日本 安遠錄】
055##T2180    1,法相宗章疏                               ,【日本 平祚錄】
055##T2181    1,注進法相宗章疏                           ,【日本 藏俊撰】
055##T2182    1,律宗章疏                                 ,【日本 榮穩錄】
055##T2183    1,東域傳燈目錄                             ,【日本 永超集】
055##T2184    3,新編諸宗教藏總錄                         ,【高麗 義天錄】
85a##T2732    1,梁朝傅大士頌金剛經                       ,【】
85a##T2733    2,御注金剛般若波羅蜜經宣演                 ,【唐 道氤撰】
85a##T2734    1,金剛[日*英]卷上                          ,【唐 寶達集】
85a##T2735    2,金剛般若經旨贊                           ,【唐 曇曠撰】
85a##T2736    1,金剛般若經依天親菩薩論贊略釋秦本義記卷上 ,【唐 知恩撰】
85a##T2737    1,金剛經疏                                 ,【】
85a##T2738    1,金剛經疏                                 ,【】
85a##T2739    1,金剛般若經挾註                           ,【】
85a##T2740    1,金剛般若義記                             ,【】
85a##T2741    1,金剛般若經疏                             ,【】
85a##T2742    1,金剛般若波羅蜜經傳外傳卷下               ,【】
85a##T2743    1,持誦金剛經靈驗功德記                     ,【】
85a##T2744    1,仁王般若實相論卷第二                     ,【】
85a##T2745    1,仁王經疏                                 ,【】
85a##T2746    1,般若波羅蜜多心經還源述                   ,【】
85a##T2747    1,挾註波羅蜜多心經                         ,【】
85a##T2748    1,法華義記卷第三                           ,【】
85a##T2749    1,法華經疏                                 ,【】
85a##T2750    1,法華經疏                                 ,【】
85a##T2751    1,法華經疏                                 ,【】
85a##T2752    1,法華問答                                 ,【】
85a##T2753    1,華嚴經章                                 ,【】
85a##T2754    1,華嚴略疏卷第三                           ,【】
85a##T2755    1,華嚴經疏                                 ,【】
85a##T2756    1,華嚴經義記卷第一                         ,【後魏 慧光撰】
85a##T2757    1,華嚴經疏卷第三                           ,【新羅 元曉撰】
85a##T2758    1,十地義記卷第一                           ,【】
85a##T2759    1,無量壽經義記卷下                         ,【】
85a##T2760    1,無量壽觀經義記                           ,【】
85a##T2761    1,勝鬘經記                                 ,【】
85a##T2762    1,勝鬘經疏                                 ,【昭法師撰】
85a##T2763    1,挾注勝鬘經                               ,【】
85a##T2764A   1,涅槃經義記                               ,【】
85a##T2764B   1,大涅槃經義記卷第四                       ,【】
85a##T2765    1,涅槃經疏                                 ,【】
85a##T2766    1,藥師經疏                                 ,【】
85a##T2767    1,藥師經疏                                 ,【】
85a##T2768    1,維摩義記                                 ,【】
85a##T2769    1,維摩經義記卷第四                         ,【】
85a##T2770    1,維摩經疏                                 ,【】
85a##T2771    1,維摩經疏                                 ,【】
85a##T2772    2,維摩經疏卷第三．第六                     ,【】
85a##T2773    1,維摩經抄                                 ,【】
85a##T2774    1,維摩經疏                                 ,【】
85a##T2775    1,維摩疏釋前小序抄                         ,【】
85a##T2776    1,釋肇序                                   ,【唐 體請記】
85a##T2777    2,淨名經集解關中疏                         ,【唐 道掖撰】
85a##T2778    2,淨名經關中釋抄                           ,【唐 道掖撰】
85a##T2779    1,佛說楞伽經禪門悉談章                     ,【】
85a##T2780    1,溫室經疏                                 ,【唐 慧淨撰】
85a##T2781    1,盂蘭盆經讚述                             ,【唐 慧淨撰】
85a##T2782    1,大乘稻[卄/干]經隨聽疏                    ,【唐 法成撰】
85a##T2783    1,大乘稻[卄/干]經隨聽疏決                  ,【】
85a##T2784    1,大乘四法經釋抄                           ,【】
85a##T2785    1,大乘四法經論廣釋開決記                   ,【】
85a##T2786    1,天請問經疏                               ,【】
85a##T2787    3,四分戒本疏食卷第一．第二．第三           ,【】
85a##T2788    1,律戒本疏                                 ,【】
85a##T2789    1,律戒本疏                                 ,【】
85a##T2790    1,律雜抄                                   ,【】
85a##T2791    1,宗四分比丘隨門要略行儀                   ,【】
85a##T2792    1,毘尼心                                   ,【】
85a##T2793    1,三部律抄                                 ,【】
85a##T2794    1,律抄                                     ,【】
85a##T2795    1,四部律并論要用抄                         ,【】
85a##T2796    1,律抄第三卷手決                           ,【】
85a##T2797    1,梵網經述記卷第一                         ,【】
85a##T2798    1,本業瓔珞經疏                             ,【】
85a##T2799    2,十地論義疏卷第一．第三                   ,【北周 法上撰】
85a##T2800    1,廣百論疏卷第一                           ,【唐 文軌撰】
85a##T2801    6,瑜伽師地論分門記                         ,【唐 法成撰．智慧山記】
85a##T2802    4,瑜伽論手記                               ,【唐 法成述．福慧記】
85a##T2803    1,地持義記卷第四                           ,【】
85a##T2804    1,唯識三十論要釋                           ,【】
85a##T2805    2,攝大乘講疏卷第五．第七                   ,【】
85a##T2806    1,攝大乘論抄                               ,【】
85a##T2807    1,攝大乘論章卷第一                         ,【】
85a##T2808    1,攝論章卷第一                             ,【】
